開發渡假勝地 第1天<br>準備開發渡假勝地<br>恭喜獲得「傳說的鈔票＋5」！！	第1天
開發渡假勝地 第2天<br>主打美麗的海灘<br>恭喜獲得「傳說的鈔票＋5」！！	第2天
開發渡假勝地 第3天<br>豪華飯店新落成<br>恭喜獲得「傳說的鈔票＋5」！！	第3天
開發渡假勝地 第4天<br>渡假勝地開幕賀禮送給你<br>恭喜獲得「貓咪券＋1」！！	第4天
開發渡假勝地 第5天<br>氣泡飲料沁人心脾<br>恭喜獲得「傳說的鈔票＋5」！！	第5天
開發渡假勝地 第6天<br>打造各種娛樂設施<br>恭喜獲得「傳說的鈔票＋5」！！	第6天
開發渡假勝地 第7天<br>回頭客增加經營狀況良好<br>恭喜獲得「傳說的鈔票＋5」！！	第7天
開發渡假勝地 第8天<br>向全世界大力宣傳<br>恭喜獲得「傳說的鈔票＋5」！！	第8天
開發渡假勝地 第9天<br>訂製的專屬商品到貨了<br>恭喜獲得「貓咪券＋1」！！	第9天
開發渡假勝地 第10天<br>渡假勝地經營狀況節節攀升<br>恭喜獲得「傳說的鈔票＋5」！！	第10天
開發渡假勝地 第11天<br>全身名牌愛裝闊<br>恭喜獲得「傳說的鈔票＋5」！！	第11天
開發渡假勝地 第12天<br>把鈔票拿來當扇子搧風<br>恭喜獲得「傳說的鈔票＋5」！！	第12天
開發渡假勝地 第13天<br>在私人海灘游一圈<br>恭喜獲得「傳說的鈔票＋5」！！	第13天
開發渡假勝地 第14天<br>伴隨著派對邀請函<br>恭喜獲得「稀有券＋1」！！	第14天
開發渡假勝地 第15天<br>移動全靠私人飛機<br>恭喜獲得「傳說的鈔票＋5」！！	第15天
開發渡假勝地 第16天<br>專門去調貨高級水果<br>恭喜獲得「傳說的鈔票＋5」！！	第16天
開發渡假勝地 第17天<br>與石油大亨握手寒暄<br>恭喜獲得「傳說的鈔票＋5」！！	第17天
開發渡假勝地 第18天<br>立志成為留名青史的富豪<br>恭喜獲得「傳說的鈔票＋5」！！	第18天
開發渡假勝地 第19天<br>公事包裡面找到驚喜！<br>恭喜獲得「貓咪券＋1」！！	第19天
開發渡假勝地 第20天<br>任何消費都用現金一次付清<br>恭喜獲得「傳說的鈔票＋5」！！	第20天
開發渡假勝地 第21天<br>這裡就是我的天堂<br>恭喜獲得「傳說的鈔票＋5」！！	第21天
