Field Grant Day 1<br>Got 1 Legend Net!	Day 1
Field Grant Day 2<br>Got 1 Legend Net!	Day 2
Field Grant Day 3<br>Got 1 Cat Ticket!	Day 3
Field Grant Day 4<br>Got 1 Legend Net!	Day 4
Field Grant Day 5<br>Got 1 Legend Net!	Day 5
Field Grant Day 6<br>Got 1 Legend Net!	Day 6
Field Grant Day 7<br>Got 1 Legend Net!	Day 7
Field Grant Day 8<br>Got 1 Legend Net!	Day 8
Field Grant Day 9<br>Got 1 Legend Net!	Day 9
Field Grant Day 10<br>Got 1 Rare Ticket!	Day 10
Field Grant Day 11<br>Got 1 Legend Net!	Day 11
Field Grant Day 12<br>Got 1 Legend Net!	Day 12
Field Grant Day 13<br>Got 1 Legend Net!	Day 13
Field Grant Day 14<br>Got 1 Legend Net!	Day 14
Field Grant Day 15<br>Got 1 Legend Net!	Day 15
Field Grant Day 16<br>Got 1 Legend Net!	Day 16
Field Grant Day 17<br>Got 1 Cat Ticket!	Day 17
Field Grant Day 18<br>Got 1 Legend Net!	Day 18
Field Grant Day 19<br>Got 1 Legend Net!	Day 19
Field Grant Day 20<br>Got 1 Legend Net!	Day 20
Field Grant Day 21<br>Got 1 Legend Net!	Day 21
