Magnat des vacances, jour 1<br>Construisons un lieu de vacances !<br>Tu as reçu 5 billets légendaires !	Jour 1
Magnat des vacances, jour 2<br>Plages immaculées pour les clients !<br>Tu as reçu 5 billets légendaires !	Jour 2
Magnat des vacances, jour 3<br>Hôtel de luxe construit !<br>Tu as reçu 5 billets légendaires !	Jour 3
Magnat des vacances, jour 4<br>Un cadeau pour l’inauguration !<br>Tu as reçu 1 ticket Chapsule !	Jour 4
Magnat des vacances, jour 5<br>Du bon jus qui donne la pêche !<br>Tu as reçu 5 billets légendaires !	Jour 5
Magnat des vacances, jour 6<br>Des activités de plage à foison !<br>Tu as reçu 5 billets légendaires !	Jour 6
Magnat des vacances, jour 7<br>Le public est conquis !<br>Tu as reçu 5 billets légendaires !	Jour 7
Magnat des vacances, jour 8<br>Campagne de pub mondiale lancée !<br>Tu as reçu 5 billets légendaires !	Jour 8
Magnat des vacances, jour 9<br>Boutique de souvenirs ouverte !<br>Tu as reçu 1 ticket Chapsule !	Jour 9
Magnat des vacances, jour 10<br>Les profits coulent à flot !<br>Tu as reçu 5 billets légendaires !	Jour 10
Magnat des vacances, jour 11<br>Enveloppé de marques de luxe !<br>Tu as reçu 5 billets légendaires !	Jour 11
Magnat des vacances, jour 12<br>Je m’évente à coup de billets !<br>Tu as reçu 5 billets légendaires !	Jour 12
Magnat des vacances, jour 13<br>Bronzette sur le sable blanc !<br>Tu as reçu 5 billets légendaires !	Jour 13
Magnat des vacances, jour 14<br>Les invitations à la fête incluent<br>1 ticket rare !	Jour 14
Magnat des vacances, jour 15<br>Je ne voyage qu’en hélicoptère !<br>Tu as reçu 5 billets légendaires !	Jour 15
Magnat des vacances, jour 16<br>Fruits chic au menu !<br>Tu as reçu 5 billets légendaires !	Jour 16
Magnat des vacances, jour 17<br>J’ai croisé mon acteur préféré !<br>Tu as reçu 5 billets légendaires !	Jour 17
Magnat des vacances, jour 18<br>En couverture d’un magazine !<br>Tu as reçu 5 billets légendaires !	Jour 18
Magnat des vacances, jour 19<br>Caché au fond d’une valise :<br>tu as reçu 1 ticket Chapsule !	Jour 19
Magnat des vacances, jour 20<br>La note du resto, c’est pour moi !<br>Tu as reçu 5 billets légendaires !	Jour 20
Magnat des vacances, jour 21<br>Bienvenue au paradis des Chats !<br>Tu as reçu 5 billets légendaires !	Jour 21
