Resortmanager: Tag 1<br>Zeit, ein Resort zu errichten!<br>Du erhältst 5 legend. Banknoten!	Tag 1
Resortmanager: Tag 2<br>Herrliche Strände für Gäste!<br>Du erhältst 5 legend. Banknoten!	Tag 2
Resortmanager: Tag 3<br>Luxushotel fertiggestellt!<br>Du erhältst 5 legend. Banknoten!	Tag 3
Resortmanager: Tag 4<br>Ein Geschenk zur großen Eröffnung!<br>Du erhältst 1 Katzenticket!	Tag 4
Resortmanager: Tag 5<br>Sprudelnde Getränke, genau richtig!<br>Du erhältst 5 legend. Banknoten!	Tag 5
Resortmanager: Tag 6<br>So viel Spaß am Strand!<br>Du erhältst 5 legend. Banknoten!	Tag 6
Resortmanager: Tag 7<br>Die Bewertungen sehen gut aus!<br>Du erhältst 5 legend. Banknoten!	Tag 7
Resortmanager: Tag 8<br>Beginn der weltweiten Kampagne!<br>Du erhältst 5 legend. Banknoten!	Tag 8
Resortmanager: Tag 9<br>Exklusiver Merch im Angebot!<br>Du erhältst 1 Katzenticket!	Tag 9
Resortmanager: Tag 10<br>Die Profite gehen durch die Dächer!<br>Du erhältst 5 legend. Banknoten!	Tag 10
Resortmanager: Tag 11<br>Ganz in Luxusmarken gehüllt!<br>Du erhältst 5 legend. Banknoten!	Tag 11
Resortmanager: Tag 12<br>Geldscheine sind tolle Fächer!<br>Du erhältst 5 legend. Banknoten!	Tag 12
Resortmanager: Tag 13<br>Sonnenbad am weißen Sandstrand!<br>Du erhältst 5 legend. Banknoten!	Tag 13
Resortmanager: Tag 14<br>Zu allen Party-Einladungen gibt es<br>1 Seltenes Ticket!	Tag 14
Resortmanager: Tag 15<br>Reise mit dem Helikopter!<br>Du erhältst 5 legend. Banknoten!	Tag 15
Resortmanager: Tag 16<br>Hochwertige Früchte im Angebot!<br>Du erhältst 5 legend. Banknoten!	Tag 16
Resortmanager: Tag 17<br>Mein Idol war in der Lobby!<br>Du erhältst 5 legend. Banknoten!	Tag 17
Resortmanager: Tag 18<br>Unser Hotel auf einer Titelseite!<br>Du erhältst 5 legend. Banknoten!	Tag 18
Resortmanager: Tag 19<br>In einer Brieftasche gefunden:<br>Du erhältst 1 Katzenticket!	Tag 19
Resortmanager: Tag 20<br>Zahle die Restaurant-Rechnung!<br>Du erhältst 5 legend. Banknoten!	Tag 20
Resortmanager: Tag 21<br>Komm in dein persönliches Paradies!<br>Du erhältst 5 legend. Banknoten!	Tag 21
