리조트 개발 1일째<br>개발에 착수했다냥<br>「전설의 돈다발+5」 획득!	1일째
리조트 개발 2일째<br>예쁜 바다가 보이는 전망이 포인트다냥<br>「전설의 돈다발+5」 획득!	2일째
리조트 개발 3일째<br>멋진 호텔을 세웠다냥<br>「전설의 돈다발+5」 획득!	3일째
리조트 개발 4일째<br>리조트 오픈 축하 선물로<br>「냥코 티켓+1」을 받았다!	4일째
리조트 개발 5일째<br>일한 뒤 마시는 탄산음료가 최고다냥<br>「전설의 돈다발+5」 획득!	5일째
리조트 개발 6일째<br>부대 시설도 잔뜩 만들 거다냥<br>「전설의 돈다발+5」 획득!	6일째
리조트 개발 7일째<br>재방문객도 많고 아주 반응이 좋다냥<br>「전설의 돈다발+5」 획득!	7일째
리조트 개발 8일째<br>글로벌하게 광고를 내겠다냥<br>「전설의 돈다발+5」 획득!	8일째
리조트 개발 9일째<br>주문 제작한 물건이 도착했다냥<br>「냥코 티켓+1」 획득!	9일째
리조트 개발 10일째<br>리조트 매출이 꾸준히 상승하고 있다냥<br>「전설의 돈다발+5」 획득!	10일째
리조트 개발 11일째<br>비싼 옷과 명품 시계, 이게 바로 플렉스다냥<br>「전설의 돈다발+5」 획득!	11일째
리조트 개발 12일째<br>더우니까 부채 대신 돈다발을 흔들 거다냥<br>「전설의 돈다발+5」 획득!	12일째
리조트 개발 13일째<br>프라이빗 비치에서 수영이다냥<br>「전설의 돈다발+5」 획득!	13일째
리조트 개발 14일째<br>파티 초대장과 함께<br>「레어 티켓+1」을 받았다!	14일째
리조트 개발 15일째<br>이동할 때는 비지니스 제트기다냥<br>「전설의 돈다발+5」 획득!	15일째
리조트 개발 16일째<br>고급 과일을 주문했다냥<br>「전설의 돈다발+5」 획득!	16일째
리조트 개발 17일째<br>석유왕과 악수를 나눴다냥<br>「전설의 돈다발+5」 획득!	17일째
리조트 개발 18일째<br>역사에 이름이 남을 부자가 될 거다냥<br>「전설의 돈다발+5」 획득!	18일째
리조트 개발 19일째<br>공공칠가방 안에서<br>「냥코 티켓+1」을 찾았다!	19일째
리조트 개발 20일째<br>뭐든지 현찰 박치기다냥<br>「전설의 돈다발+5」 획득!	20일째
리조트 개발 21일째<br>이곳이 이 몸의 파라다이스다냥!<br>「전설의 돈다발+5」 획득!	21일째
